College ,Rating,Course,Duration,City,State,Country,Average Fees,Acceptance Rate
Indian Institute of Technology Ropar ,3.43, B.Tech Mechanical Engineering,4 Years,Rupnagar,Punjab,India,358525.4545,86.14%
Abhay Memorial Trust Group of Institutions,3.45, B.Tech Mechanical Engineering,4 Years,Allahabad,Uttar Pradesh,India,161350,52.95%
Adarsha College of Engineering,3.45, B.Tech Mechanical Engineering,4 Years,Angul,Odisha,India,132750,55.45%
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, B.Tech Mechanical Engineering,4 Years,Varanasi,Uttar Pradesh,India,445083.0189,76.51%
Abdulkalam Institute of Technological Sciences,3.48, B.Tech Mechanical Engineering,4 Years,Khammam,Telangana,India,118642.8571,48.73%
Abdulkalam Institute of Technological Sciences,3.48, B.Tech Mechanical Engineering,4 Years,Khammam,Telangana,India,118642.8571,84.65%
Indian Institute of Technology Bhubaneswar ,3.48, B.Tech Mechanical Engineering,4 Years,Bhubaneshwar,Odisha,India,518128.2353,73.22%
Indian Institute of Technology Bhilai ,3.49, B.Tech Mechanical Engineering,4 Years,Bhilai,Chhattisgarh,India,465500,62.02%
ABES Engineering College,3.52, B.Tech Mechanical Engineering,4 Years,Ghaziabad,Uttar Pradesh,India,356857.1429,81.62%
ABES Engineering College,3.52, B.Tech Mechanical Engineering,4 Years,Ghaziabad,Uttar Pradesh,India,356857.1429,54.60%
ABES Institute of Technology,3.52, B.Tech Mechanical Engineering,4 Years,Ghaziabad,Uttar Pradesh,India,529000,64.02%
Abacus Institute of Engineering and Management,3.53, B.Tech Mechanical Engineering,4 Years,Hooghly,West Bengal,India,312000,51.85%
AAR Mahaveer Engineering College,3.54, B.Tech Mechanical Engineering,4 Years,Hyderabad,Telangana,India,160000,55.80%
Adarsh Shikshan Prasarak Mandal's KT Patil College of Engineering and Technology,3.54, B.Tech Mechanical Engineering,4 Years,Osmanabad,Maharashtra,India,82480,59.80%
Adi Shankara Institute of Engineering and Technology,3.65, B.Tech Mechanical Engineering,4 Years,Kalady,Kerala,India,279000,59.80%
Academy of Technology,3.78, B.Tech Mechanical Engineering,4 Years,Hooghly,West Bengal,India,300461.5385,80.39%
Indian Institute of Technology Gandhinagar ,3.78, B.Tech Mechanical Engineering,4 Years,Gandhinagar,Gujarat,India,432550,54.47%
Indian Institute of Technology Jammu ,3.81, B.Tech Mechanical Engineering,4 Years,Jammu,Jammu and Kashmir,India,612000,66.69%
Indira Gandhi Institute of Technology,3.86, B.Tech Mechanical Engineering,4 Years,Khalapal,Odisha,India,161636.3636,65.25%
Aditya College of Engineering and Technology,3.96, B.Tech Mechanical Engineering,4 Years,Surampalem,Andhra Pradesh,India,139500,59.80%
Indian Institute of Technology Hyderabad ,3.96, B.Tech Mechanical Engineering,4 Years,Hyderabad,Telangana,India,288884.5946,82.50%
Indian Institute of Technology Mandi ,3.97, B.Tech Mechanical Engineering,4 Years,Suran,Himachal Pradesh,India,353350,77.05%
Indian Institute of Technology Jodhpur ,4.36, B.Tech Mechanical Engineering,4 Years,Jodhpur,Rajasthan,India,503615.3846,59.62%
Indian Institute of Technology Bhubaneswar ,3.48, B.Tech Mechanical Engineering and M.Tech Manufacturing Engineering Dual Degree,4 Years,Bhubaneshwar,Odisha,India,518128.2353,73.72%
Indian Institute of Technology Bhubaneswar ,3.48, B.Tech Mechanical Engineering and M.Tech Mechanical System Design Dual Degree,4 Years,Bhubaneshwar,Odisha,India,518128.2353,52.64%
Indian Institute of Technology Indore ,3.34, B.Tech Mechanical Engineering and M.Tech Mechanical Systems Design,4 Years,Simrol,Madhya Pradesh,India,326473.6842,85.26%
Indian Institute of Technology Indore ,3.34, B.Tech Mechanical Engineering and M.Tech Production and Industrial Engineering,4 Years,Simrol,Madhya Pradesh,India,326473.6842,53.15%
Indian Institute of Technology Bhubaneswar ,3.48, B.Tech Mechanical Engineering and M.Tech Thermal Science and Engineering Dual Degree,4 Years,Bhubaneshwar,Odisha,India,518128.2353,48.42%
Aditya Silver Oak Institute of Technology,2.03, B.Tech Mechanical Engineering II Shift,4 Years,Ahmedabad,Gujarat,India,252000,59.80%
Accurate Institute of Management and Technology,2.6, B.Tech Mechanical Engineering II Shift,4 Years,Greater Noida,Uttar Pradesh,India,340300,60.54%
Aadishwar College of Technology,3.15, B.Tech Mechanical Engineering II Shift,4 Years,Bhoyan Rathod,Gujarat,India,263500,82.78%
Adarsh Institute of Technology and Research Center,2.97, B.Tech Mechanical Engineering Lateral Entry,4 Years,Khambale Bhalvani,Maharashtra,India,300200,52.20%
Academy of Technology,3.78, B.Tech Mechanical Engineering Lateral Entry,4 Years,Hooghly,West Bengal,India,300461.5385,67.36%
Adhunik College of Engineering,3.31, B.Tech Mechanical Production Engineering,4 Years,Ghaziabad,Uttar Pradesh,India,239000,59.80%
Indian Institute of Technology Patna ,3.24, B.Tech Metallurgical and Materials Engineering,4 Years,Patna,Bihar,India,322481.6667,79.68%
Indian Institute of Technology Ropar ,3.43, B.Tech Metallurgical and Materials Engineering,4 Years,Rupnagar,Punjab,India,358525.4545,87.94%
Indian Institute of Technology Bhubaneswar ,3.48, B.Tech Metallurgical and Materials Engineering,4 Years,Bhubaneshwar,Odisha,India,518128.2353,48.64%
Indira Gandhi Institute of Technology,3.86, B.Tech Metallurgical and Materials Engineering,4 Years,Khalapal,Odisha,India,161636.3636,56.61%
Indian Institute of Technology Bhubaneswar ,3.48, B.Tech Metallurgical and Materials Engineering and M.Tech Materials Science and Engineering Dual Degree,4 Years,Bhubaneshwar,Odisha,India,518128.2353,83.19%
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, B.Tech Metallurgical Engineering,4 Years,Varanasi,Uttar Pradesh,India,445083.0189,86.58%
Indian Institute of Technology Indore ,3.34, B.Tech Metallurgy Engineering and Materials Science,4 Years,Simrol,Madhya Pradesh,India,326473.6842,63.70%
Indian Institute of Technology Indore ,3.34, B.Tech Metallurgy Engineering and Materials Science and M.Tech Materials Science and Engineering,4 Years,Simrol,Madhya Pradesh,India,326473.6842,80.15%
Indian Institute of Technology Indore ,3.34, B.Tech Metallurgy Engineering and Materials Science and M.Tech Metallurgy Engineering,4 Years,Simrol,Madhya Pradesh,India,326473.6842,82.67%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, B.Tech Mineral Engineering,4 Years,Dhanbad,Jharkhand,India,265595.7447,59.61%
ABR College of Engineering and Technology,3.07, B.Tech Mining Engineering,4 Years,Somanapalle,Andhra Pradesh,India,112340,77.97%
Aditya Engineering College,3.12, B.Tech Mining Engineering,4 Years,Surampalem,Andhra Pradesh,India,163440,59.80%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, B.Tech Mining Engineering,4 Years,Dhanbad,Jharkhand,India,265595.7447,60.83%
Adarsha College of Engineering,3.45, B.Tech Mining Engineering,4 Years,Angul,Odisha,India,132750,67.56%
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, B.Tech Mining Engineering,4 Years,Varanasi,Uttar Pradesh,India,445083.0189,79.96%
Abdulkalam Institute of Technological Sciences,3.48, B.Tech Mining Engineering,4 Years,Khammam,Telangana,India,118642.8571,49.83%
Abdulkalam Institute of Technological Sciences,3.48, B.Tech Mining Engineering,4 Years,Khammam,Telangana,India,118642.8571,47.67%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, B.Tech Mining Machinery Engineering,4 Years,Dhanbad,Jharkhand,India,265595.7447,62.35%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, B.Tech Petroleum Engineering,4 Years,Dhanbad,Jharkhand,India,265595.7447,59.97%
Aditya College of Engineering,3.05, B.Tech Petroleum Technology,4 Years,Surampalem,Andhra Pradesh,India,150500,76.28%
Aditya Engineering College,3.12, B.Tech Petroleum Technology,4 Years,Surampalem,Andhra Pradesh,India,163440,59.80%
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, B.Tech Pharmacy,4 Years,Varanasi,Uttar Pradesh,India,445083.0189,46.59%
Indira Gandhi Institute of Technology,3.86, B.Tech Production Engineering,4 Years,Khalapal,Odisha,India,161636.3636,46.96%
Academy of Maritime Education and Training,2.53, B.Voc Banking Finance Services and Insurance,2 Years,Kanathur Reddikuppam,Tamil Nadu,India,600000,59.14%
Abhilashi University,3.73, BA,2 Years,Chail-Chowk,Himachal Pradesh,India,251833.3333,76.28%
Indira Gandhi National Open University,3.88, BA,2 Years,New Delhi,Delhi,India,57191.80328,46.90%
Abhilashi University,3.73, BA B.Ed,2 Years,Chail-Chowk,Himachal Pradesh,India,251833.3333,77.56%
Adamas University,3.03, BA Bengali,2 Years,Kolkata,West Bengal,India,332156.25,57.57%
Indira Gandhi National Open University,3.88, BA Culinary Arts Hons,2 Years,New Delhi,Delhi,India,57191.80328,79.80%
Adamas University,3.03, BA Economics Hons,2 Years,Kolkata,West Bengal,India,332156.25,83.55%
Adamas University,3.03, BA Education Hons,2 Years,Kolkata,West Bengal,India,332156.25,57.74%
Adamas University,3.03, BA English Hons,2 Years,Kolkata,West Bengal,India,332156.25,68.75%
Indira Gandhi National Open University,3.88, BA English Major,2 Years,New Delhi,Delhi,India,57191.80328,52.15%
Indira Gandhi National Open University,3.88, BA Hindi Major,2 Years,New Delhi,Delhi,India,57191.80328,45.77%
Adamas University,3.03, BA History,2 Years,Kolkata,West Bengal,India,332156.25,51.47%
Indira Gandhi National Open University,3.88, BA Hotel Management Hons,3 Years,New Delhi,Delhi,India,57191.80328,71.78%
Adamas University,3.03, BA International Relations Hons,2 Years,Kolkata,West Bengal,India,332156.25,48.36%
Adamas University,3.03, BA Journalism and Mass Communication,2 Years,Kolkata,West Bengal,India,332156.25,56.21%
